label	text	is_valid
neutral	This time tomorrow Ill be at the London O2 Arena. #vibes	False
neutral	@SimonTheShrimp Im at my friends for lunch tomorrow on North roadc did you still want to meet up? :3 xx	False
positive	Last day in melaka with SKHc have to go home tomorrow. memories can not be forgotten .. I love you skh.	False
neutral	@DLevi84: I need an NNS ticket for Sat. Anyone got any?nope but should be easy to get 1 at the track	False
neutral	Galaxy tune up for Whitecaps; Sounders fall to 3rd: Mike Magee scored on a pass from Robbie Keane in the 83rd mi... http://t.co/mNbgOsJE	False
neutral	#housemusic #news Jason Vernau Live @ SET Nightclub Miami February 25th 2012:      Jason Vernau is back with som... http://t.co/vkZPqXXm	False
neutral	You may have find memories of rock concerts at Adelaide Oval. But how about a film screening?... http://t.co/tmwMHCJ0	False
positive	@arsenal_tickets I know its a long shot but can anyone help with a ticket to the North London Derby on Nov 17? Id be forever grateful	False
negative	I havent bought my kit and NCS is tomorrow. My frame of mind right now is just #leaveityeah	False
positive	@MyGoldMusic  can you play wah wah or bware of darkeness by george harrison tomorrow please :)	False
negative	I can get money for Kermit but aint gone have it by tomorrow!	False
neutral	Is the Workman vs. LP game this Friday?	False
positive	Okc Party Peoplec whos going to be at Jeff Timmons Last Wired Show tomorrow night? Show him some Love if youre in town! :)	False
positive	@popshifter crazypants. Got to the 7thc saw Kermit play Bullets. Beautiful area	False
positive	Working in the Bi Nam exhibition again tomorrow and photographing the new exhibition at Turner House in the evec excited!	False
neutral	#OnThisDay 2005 Prince Charles married Camilla Parker Bowles.  Wellc there were three of us in this marriagec so it was a bit crowded	False
neutral	So from what I understand from the McKew news... it turns out Gillard may have challenged Rudd for the ALP leadership...	False
neutral	FB: Jakes keeps it on 2nd down and sets up a 3rd and 3 for WKU. Ball at MTSU 46	False
neutral	Where could the Il Divo guys be performing tomorrow night? Tell us where you think they are	False
neutral	Cloud Computing: WHIPTAIL Talks Big Data & the Speed of Life at Cloud Expo - Soa Wolrd: The 10th... http://t.co/sYdr66M0 #bigdata #cloud	False
positive	@ToniGfanpage flowers again for toni next sunday? hehe! congratulations to the ultimate multimedia star toni gonzaga!	False
neutral	I have to decide if Im going to the Louisville game Saturday ASAP so they wont take away my tickets	False
neutral	Grappling with corruption and business in Brazil: The World Bank is sponsoring a  panel discussion on October 17... http://t.co/SwDRWHy9	False
neutral	Tiffany will be one of the MCs along with CNBlues Yonghwa and Beasts Gikwang for SBS KPOP Super Concert on November 10.	False
positive	I hope that Rammstein gets played on the wedding dancefloor tomorrow. That would mean 4 of my teenage booze mates will have had it	False
neutral	Film Independent Spirit Awards attendees react to Times recent study of the membership of the motion picture academy	False
neutral	Evgeni Malkin scores to make it 1-1 Legwand looks hurt. That may have been goal of the year. SEvRdW7a http://t.co/SEvRdW7a	False
neutral	Just watched The Lorax for the 20TH TIME!! #ihavenoregrets #OOC	False
positive	Support Emerging Scholars tomorrow at 12 noon for the annual Kickball Tournament .	False
positive	Its Super Bowl Sunday for the kids! On the turf in Chardon. #TimeToWin #HereWeGo	False
neutral	Eurovision 2012 party in Washington DC on May 26 with live stream from Eurosong Contest http://t.co/EtJK4P9e #Eurovision	False
negative	Cmon you telling me Emily Chrissy and Thalia couldnt have had a better show case then that? At least a stage for the jackets my mans.	False
positive	Looking for some free fun? Come to @AbronsArtsCtr Friday to see the classic camp films Cobra Woman & Jungle Island. http://t.co/WaxQdXuW	False
neutral	Be sure to attend the GCS Career Exploration Fair on November 15thc from 4-7PMc at the Greensboro Coliseum Special... http://t.co/G3BU23Fs	False
positive	Everyone please watch ASAP on  ABS-CBN this Sunday to see the beautiful @AnnaMariaPdT :D	False
neutral	l!! where is terrance he need  to cme back to the bluff shouldve stayed with him wednesday instead of going to turner house!! :))	False
neutral	Looks like Im going to sit at Richwood with my brother tomorrow.!	False
neutral	Tomorrow Venus crosses the sun and theres lots more going on much closer to North Branford and Northfordc too. http://t.co/Qf64DwjV	False
positive	@giruaro silly string / silly season. love an owl story. fancy watching the football in Bethnal Green on Sunday..?	False
neutral	Clearwire Is Sought by Sprint for Spectrum: Sprint disclosed on Thursday that it had offered to buy a stake in C... http://t.co/5Ais2S9j	False
neutral	Mick Foley live on @WWE #Raw! Play as the 3 faces of Foley starting tomorrow in #WWE13!	False
positive	I liked Kendrick Lamar - The Rave / Eagles Club - September 22c 2012 ... in the The Rave / Eagles Club App http://t.co/CVb3RIxS	False
positive	Will @CourtneySager3 @Aubskidoodle @heath0123 @Major_Peter or any other SES grads be at the FHSU vs. KSU WBB game tomorrow?! #comeseeme :)	False
neutral	@999KISW @BJShea @HotKyle Yep im having a party @ the eagles club theres a dj on fridays so ill have my party oct 5th im so amped!!	False
neutral	Photo: scinerds: Sharpening up Jupiter Amazing image of Jupiter taken in infrared light on the night of Aug.... http://t.co/dI7R4TNK	False
neutral	Mark the dates: Miss Earth 2012 coronation night Nov 24c Satc LIVE on Starworldc 8PM. Free-TV broadcast on Sunc Nov 25c 10AM on ABS-CBN.	False
negative	I may go off the grid till 11/7. Christians keep driving me further from Christianity. Pregnancy after rape is sciencec not Gods will.	False
neutral	#SignsYouNeedToGrowUp you still hit up the Skate Center on Friday Nights	False
neutral	[INFO] Tomorrow EXO M will be going to Nanjing (via.sotea123)	False
positive	@foofighters cant wait to see you guys thursday at Gampelc its gonna be freakin awesome!!	False
neutral	But ohhhh come December 6th Im smokin to the whole kush x oj nd Taylor allderdice just like old days	False
neutral	I now want to ride my bike with Here Come the Sun by George Harrison playing in the background and my hair flowing behind me. #fun	False
neutral	Ricky Ponting and I now have something in common. Today he passed 23c000 1st class runs. Last night at trainingc i was hit for 23c000 runs.	False
positive	Lowering the Bar may have found the first recusal motion to cite Girl Scout Cookies. http://t.co/ZmQwuuXM Thin Mints are criminally good.	False
positive	Save the nightc save the day. Save the lovec come what may. Love is worth everything we pay. #tebakLagu #duet #barat *cluec OST.nya Zorro*	False
neutral	Starkvillec MS! Coming at you tomorrow night to rage at Ricks Cafe and weve got a pair of tickets to give away.... http://t.co/dHF4emkZ	False
positive	Cant believe I may have seen the play of the year in the preseason! Jeremy Evans just put Turiaf in his place! #SlamDunkChampion #ScTopTen	False
positive	#SkateNight Tonight 8pm Stardust Skate Center FREE b4 9:30pm Hosted by #SAAB its always fun when you rolling!!! haha x1	False
positive	Congrats @JimmyDykesLive on your new contract. Can believe this is you 18th season at ESPN. Time flies. Always delighted to see you at Rupp.	False
neutral	Jets selection of Wesley Walker (2nd round 1977 draft)c without knowing he was LEGALLY BLIND in left eyec led to creation of NFL combine.	False
positive	@kerrycupcake You off to Cork ? have lots of fun & safe tripc youve done a lot since your 1st meet at Eurosong haha	False
neutral	The birthday boy and his lamb. The lambs name is Balki. Come out to the Volstead tomorrow for a taste. #ouimybuddy http://t.co/QhjXM968	False
positive	May not know Spanish but shit whenever i listen to IL Divo i just want to flash my Scarlet!	False
neutral	Want to gan see Ferry Corsten at digi on Friday... Cant be bad if your ranked 15th in the worldc above Angelloc Hardwell & Calvin Harris.	False
neutral	There is still time to register for Happiest Baby on the Block!  Come have brunch tomorrow morningc learn how... http://t.co/K2eziHlx	False
negative	OMG Mali Music is going to be in Philly tomorrow! At the Liacouras Centerc performing at the Kingsmen tour! Im so sad.	False
positive	Hopefully I have a better day tomorrow...today was just cow shit.  Well...IM GOING TO BIG BANG CONCERT SO OF COURSE ITS GONNA BE BOMB!	False
neutral	@RavensburgerPC: Enter our competition to win a London Childrens Map Puzzle just follow and RT.Closes tomorrow @4pm.  http://t.co/lD5hFvUn	False
positive	@SamiCorrado pretty excited for #SBUcheerleaders to come to the Liacouras Center in January...	False
positive	Sunday night is Chilis night in the Turner house lol	False
neutral	@swannydmp Did you tell Rio in the weeks before Rudd was knifed there would be no mining tax introduced in the May 10 budget?	False
neutral	@JohnMoug come to green valley ranch Jeff Timmons wired show buddy I play guitar in it!!!!!  This Friday and Saturday in ovation room	False
neutral	Was thinking about seeing JAWS at the Roxy on Wednesdayc but now it seems Ill be seeing BAIT 3D instead. Itll be just as goodc right?	False
positive	I use to love that song in the 8th grade. Trina was my role model lmfao	False
neutral	I have a real dilemma herec so tomorrow is the A$AP Rocky concert in phoenix but I got called back to start working tomorrow at Bianchis	False
neutral	My biggerst worries about this hurricane are Meryl Streep and Susan Sarandonc because they live in NYc may God protect them and ther family	False
neutral	The boys have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor http://t.co/0kPCNnxe	False
positive	Last day of our MAX conference here at Twickers with Mark and Eric up presenting the Roadmap after an awesome 1st day yesterday #MAXCC	False
neutral	@ArinRodriguez I texted you on Tuesday I was Trina see if you wanted to match	False
neutral	Download the unscene app for all the info for the Halloween party in Covina hills Fri. nite  http://t.co/Cq9HD1kZ http://t.co/Q8bz1Kpf	False
positive	TOMORROW Venus will eclipse in front of the Sunc an important cosmic event that will prepare humanity for the... http://t.co/7EqNqbfp	False
positive	Congrats to Trey Haleyc Shawn Armstrong (@SArmstrong90)c and Alex Monsalve for being named to the AFLs Rising Stars team. Game is Sat @ 8pm	False
positive	Going to Olive Garden with my family! So happy its my 15th Birthday!	False
neutral	Considering the size of our squad these daysc we could have done without extra time ahead of another trip to Tayside on Saturday. #hmfc	False
neutral	Saturday Kitchenc Rick Steinc makes me want to move to Australia	False
neutral	Make Sure to check out the weekly Fridays Round - Up of book signings c interviews and reviews over at the Oak... http://t.co/8lpQr3z3	False
neutral	@MattsJustLookin Derbys in May my marathon can happen anytime of the year lol	False
positive	@jrmahathir cakap je. Can we do it on tuesday ? Im in melaka. I really want to be in the picture... Please. *U may copy and paste this*	False
positive	An exciting day tomorrow @punchestownrace Oscars Well making his chase debut and Operating first time out over hurdles!! #fingerscrossed	False
neutral	FM Preview: West Bromwich Albion v Arsenal 13 May 2012 - FootyMad attempt to assist you with their form guide as Wes... http://t.co/9rcpFyO0	False
neutral	@DamonWilliam our debut concert is nov.4th at the Harold Washington cultural center with avant & Syleena c come support	False
neutral	BCA voter education guide for November 6. Endorsed candidates & information on the constitutional amendments http://t.co/7Icvvd4N	False
positive	It looks like my brother is going to see A$AP Rocky tomorrow sigh his life needs to stop being significantly better than mine	False
positive	With a 7-2 win last nightc the Norfolk Admirals tied the American Hockey League record with their 17th consecutive win. Fantastic stuff.	False
neutral	UPDATE: Mallshow with the #PBBUnlimited BIG 4 + Wendyc Divinec Deniesse at Pacific Mall Legaspi Landco Plazac April 30c 6pm! -- adminKIM	False
neutral	@richwilson26 Randall Bailey is due to defend the title against Devon Alexander in Texas on September 22.	False
positive	Normally I prefer a spot of Rammstein on a Sunday morning - perfect for doing the ironing or a spot of aggressive furniture polishing.	False
positive	@ernasty49 Great seasonc its been a pleasure listening to Volare in the 9th inning! Mas Ernasty ano q viene!	False
negative	@QldFire Rosedale is 40mins from Bberg. About 3hrs from Rocky. The crews must be weary after fighting the Euleilah fire since Tuesday.	False
neutral	NYSports Rothstein Files: Five Observations From UConn: Monday was the first time I took in a practice at Gampel...  http://t.co/1FNe4jVC	False
neutral	@ATT today issued a statement once it learned that Sprint may take a controlling interest in Clearwire in order (cont) http://t.co/tGfO9kgp	False
positive	Love this song! One of my favorites for sure. Cant wait to see you tomorrow at The Roxy! (@YouTube http://t.co/Mf5Ws9cN)	False
neutral	October 27 1962: U2 aircraft strays over Siberia. USAF interceptors sent to protect armed with nuclear warheads #Cuba1962	False
positive	DePaul WBB practicec winec ND Footballc dinner with big brother in Lincoln Park = great Saturday	False
neutral	Gold and Diamond are never at the peripheryc we really need to dig deeper into Christianity....Phil. 3:10-18cRom. 12:1-3..... Happy Sunday.	False
positive	We get Garner 1st round. Got to beat the beat to be the best!! @ADHS_Football #ADN	False
positive	Interesting: Sacha Baron Cohen to play  Freddie Mercury in the latters biopic http://t.co/9cuku4s8	False
negative	Sooo.. What youre telling me is that no one is down to get drunk as shit for the Cypress game tomorrow and talk shit to the cypress kids?	False
neutral	Pottstown and Pottsgrove School Districts CLOSED on Tuesday due to the hurricane.	False
neutral	Whos next then? The Togo team of Emmanuel Adebayor (TOT)c thats who. 1-1 away from 1st leg. 0-0 after 30 mins of the 2nd.	False
positive	Today I came to the world of televisionc who knowsc but may be very soon I will be interviewing Big Time Rush? I wish this all my soul! <3	False
neutral	@AllCourtSport Hey friend. I stopped by last Saturday.  Will be in Huntsville this weekend checking on family. Catch you next time.	False
neutral	@philtufnell can we get a RT: Big North London Derby tonight Cockspur Rum T20 Cup 2nd round @HornseyClub vs Highgate CC 6.30 start @ Hornsey	False
negative	@LibertysArmy And like Doug Wead has said many timesc if he didnt run as a Republican many may have never known about him.	False
positive	@funfunfunfest is coming up this weekend!! Were super excited! Playing the Blue Stage on Sat night right before A$AP Rocky!	False
neutral	@The_Riches we just confirmed Nipsey Hussle Dec. 29th @tremontMusic Hall tix on sale Friday!	False
neutral	Find out more about our guest Lesley Thomson before she pops up at Book Swap tomorrow night: http://t.co/9ofXyfZv	False
positive	Performing tomorrow at the Harold Washington Cultural Center with @Smitty_LP come support the team http://t.co/9YEGfKrz	False
neutral	Fridayc October 19th - Talib Kweli: Idle Warship with Res at the Adrienne Arsht Center!  http://t.co/LJ94Bofa	False
negative	why are people hating on LP for their win? Its their night. And were gonna trend again anyways after we beat Westlake Saturday so save it	False
neutral	Boxing News: Devon Alexander and Randall Bailey ready to slug it out on September 8th http://t.co/X7blyK1C	False
negative	i miss my bestfriendcOctaveiac my cousin cApril .. my bestiecKaliyahc Triceyc DasiacMikiac& the other people i miss with at Richwood !!	False
neutral	@IAmPolo__ lmaooo not even it was most def in like 8th grade I think ? When I went to Berkmar !	False
neutral	Arrived in Llandudno to attend the 3rd conference in 3 weeks.  My little car can almost drive itself here.  South to North #noshortcuts	False
neutral	#Pistons struggle in 1st.  Trail Minny 27-10 at end of 1 in Winnipeg.  Det 3/17 FG with 6 turnovers.  Derrick Williams 12 pts for Minn.	False
positive	Are there any Aussie Directioners from Canberra?? going there on the 12th of September would love to meet some More Aussie Directioners <3	False
negative	@Tristan_jet @iidontrespectit Martin isnt a leader for the 2nd unit like harden. Your guys bench is done plus Westbrook is a ball hog	False
positive	Show up at our 2nd shop and dan is listening to Rammstein...today is going to rule #du #duhast #duhastmich	False
neutral	FB: Three runs do the trick for MTSU and they are out to their own 33-yard line. 1st and 10	False
positive	Big day tomorrow! RVC WBB get their National Championship rings and an exciting new era of MBB begins! Good luck @CoachDoty and Coach Opat!	False
neutral	continued : Emmanuel Adebayor has not travelled with the squad for our Europa League away tie in Greece tomorrow evening.	False
neutral	@champssports: A decade later and still the Lebron X Blue Diamond available in select stores tomorrow.  http://t.co/p22efjm6 These! >>>>	False
neutral	iknowushould2 will be at the Tom Joyner Health Festival @ the Liacouras Center tomorrow come out for freebies! @EStevenCollins @PhillyFIGHT	False
neutral	Blimey! We have a STAR guest on the Radio Horton Knowing Your Businesses show tomorrow at 10am. Marleeeene! http://t.co/gaKhUPiX	False
negative	I hate ASAP on Friday !!!! Why I have BUSY always in the end of week :(	False
neutral	@KrisWhittle may get a wider training gig somewhere. Hard to play Super Rugby when you weigh 47kgs though	False
positive	@tanduayrhumph wow! Thank you TANDUAY may replay ang #TanduayRockfest sa ABS-CBN. youre the best @tanduayrhunph. ROCK ON PILIPINAS!	False
positive	MetroPCS launches the Galaxy S III on October 22c price is $499: Good news for MetroPCS cust... http://t.co/jR5U314Q more after redirect	False
negative	I went on google & saw Special signing w/ Romeo Santos in Boston MA When i clicked it it said (Nov 16 2011) -.- got me hype for no reason	False
positive	Were excited about our CineMonkeys session before the Lorax next Wed 31st - perfect half term entertainment! CM @ 12.30pmc Lorax at 1.30pm	False
neutral	Heres all you need to know about upcoming #lebronX drops http://t.co/yZI3i4Yh. Thursday marks two launches Blue Diamond & Jade. #teamlebron	False
positive	Lovin the presidential debate Shea Weber just leveled Evgeni Malkinc I may be on the wrong channel. z7hKP2Cd http://t.co/z7hKP2Cd	False
neutral	How are @PAFC going to get 20c000+ to Adelaide Oval when they cant even get 15c000 to AAMI on a Sunday afternoon? Crowd = Concerning. #AFL	False
neutral	Nicki Minaj Kissing Lil Wayne! Caught Red Handed at the NBA All-Star Game (Exclusive Photos/Video) http://t.co/NuRX33dx	False
neutral	@coolandbreezy I think pardew started the craze off Sunday !!!!! Collocini compared to Bobby Moore	False
positive	I love Thursdays....Greys Anatomy....One day closer to Friday.....and No driving to Huntsville.	False
neutral	Going ice skating Friday with thalia jack helemma and jazmin maybe giancarlo yaaaaa...	False
positive	@KalebZian I see youre in Dallas & a fan of A$AP Rockyc email us (att@m80.com) for a great oppo to attend show at HOB on Fri!	False
neutral	going to jungle island tomorrow	False
positive	#rtesoccer Robbie Keane saying he always knew Germany was going to finish 1st in the group!!! #winningmentality #coybig	False
neutral	With that scorec Farmerville is now up 27-6 over Richwood with the 3rd Qtr winding down.	False
neutral	@MsJoseline @hitmansteviej Yall shld came down for #GHOE n Greensboro NC #NCATSU. Its still going down tomorrow nite. Fuk w us.	False
neutral	@Bon4President are you going to be at Allstar tomorrow night ?	False
positive	@jessicaeven alrightc ill go to ticketek tomorrow and sus it for you :)	False
positive	Il Divo - Somewhere I am going to see them in Dubai Friday cclove cadore them  http://t.co/2tCCipOi	False
positive	Hey LA music folks. You going to #HardSummer Aug 4&5 #LosAngeles Most Significant Music Festival. Go Destructo! http://t.co/cPfpESc5	False
negative	@Monster_HOND I hear that SANZAR have confirmed that it is most wins 1stc the same as Super Rugby. I find the mistake ridiculous.	False
positive	goodnight guys! going to big bang concert tomorrow omfg or i hope my parents dont bail last second	False
neutral	Cloud Computing and Big Data Strategy: In this CEO Power Panel at the 10th International Cloud Expoc moderated b... http://t.co/KD87pMPF	False
neutral	My team is pretty straight on both leagues. On the 2nd league my first 5 are Nashc Paul Georgec Meloc Randolph & Bynum.	False
neutral	@rob strong @charcyb Anyone thinking of going to Chesterfield next Saturdayc Edgar Davids v Luis Boa-Morte!? @Patriciacross & I may be there	False
neutral	Derrick Williams and @gregstiemsma check in to tonights game. Budinger with a long 2! #Twolves up 20-17 with seconds left in the 1st.	False
neutral	Do you own a business in Bolder? Then you may want to participate in this pilot energy program thats part of a... http://t.co/rPSxzfcH	False
positive	@piersmorgan Come on Pires! Enjoy the show! Shout out to people in the U.K. and Ireland wouldnt go astray! Its almost 3 am on a sunday!	False
positive	Glad Martin showed up though. Hopefully it will work out in the long run. Get out there tomorrow night! #ThunderUp	False
neutral	@Lauren_Cranford I walked out and had trina d/c her....Ill have to fill u in Saturday....I wrote a full pg progress note about it	False
positive	Going to the Richwood away game tomorrow to support my drummer boyyyy.(;	False
neutral	@DanicaPatrick  I just ran a marathon on Sunday with my hair bright pink for BCA! #BecauseICare	False
positive	So its supposed to be in the 30s Sat night in Natchitoches!! @DeezyBaby504 @Smcclain11 better be lucky I love them!! #missyallboyz #itscold	False
neutral	haha c am not going to volleyball tomorrow morning . #NeedMySleep	False
neutral	Rafeef Ziadah is joining us at the Rich Mix alongside Mark Gonzales this Monday! http://t.co/ep9Q9pcM	False
negative	Im still obsessed with Werth...not on a Jeff Carter level more on a Ryan Lochte level. I think it may be sexual obsession	False
positive	Just saw Wont Back Down the 2nd time! Wow! Viola Davis and Maggie Gyllenhaal are PHENOMENAL! Even better the 2nd time! Amazing cast too!!!	False
neutral	I had to march to get MLK day as a recognized holiday in Greenvillec mind you I 16yrs old when I did it!	False
positive	If your in Huntsville that Halloween discount is valid in person jus hit me up & youll get it tomorrow	False
neutral	What march just went through Bethnal green?	False
neutral	Whos going to the game tomorrow at flowing wells high school? (: Marana v.s fw (: #homecoming	False
neutral	Liverpool Football Club roll out the Red Carpet for the RNLI. Nov 30th. Joe Longthornec Asa Murphy. Tickets 32.50. Send MSG for tickets.	False
neutral	Sprint may not want to buy Clearwire after all http://t.co/KgmfEuXr #news #benefits #bloomberg #clearwire #future	False
neutral	[INFO] EXO-M will fly to Nanjing tomorrow to attend Yangtze River Music Festival on the 28th (along with Super... http://t.co/hGsQyP8L	False
positive	Going to cypress the whole entire day on Nov 16. Gonna be seeing all the people I Havnt seen in forever.	False
neutral	FM Preview: West Ham United v Hull City 28 Apr 2012: FootyMad attempt to assist you with their form guide as Wes... http://t.co/KLS6srq9	False
neutral	Im cuming back to Natchitoches Friday just to Vote	False
positive	Come on out this Saturday and support us in the Semi-Finals round of the Battle of the EFFN Rock II Concert... http://t.co/wyl761wY	False
negative	I miss Sarah G Live last Sunday. Will watch it later.	False
positive	May have a man crush on Ace! Like how is someone just naturally tht sweet!    #HeHasFourBrot @ Laurel Tavern http://t.co/48FnU3Mz	False
positive	i honestly cant wait to get out of greensboro with @HannaBananas94  tomorrow!	False
neutral	Sitting in the sun reading Keith Richards Life. The man has some stories! #rollingstones http://t.co/jES5HwQC	False
positive	Practicing with Marana tomorrowc should be interestingc black pack all the way!	False
positive	@joehahn_lp bc HT was the 1st album of a very unique twist of Rock and Rapc LP is very original^_^ #HybridTheory	False
positive	Amy Lee @AmyLeeEV  Veruca Salt on vinyl and Jenga on the brink! Good Saturday http://t.co/jJQViBNT	False
positive	Looking forward to facing Ms. Allysin Kay this Saturday in Petrolia!! http://t.co/Z6CBqYp1  come check it out!	False
neutral	Jenns post below inspired me to find a few more pics of Alex at the Independent Spirit Awards this past February.... http://t.co/PSJWMBsj	False
negative	The World Bank cut its economic growth forecasts for the East Asia and Pacific region on Monday and said there was a risk the slowdow...	False
positive	Tonights Friday Family Movie Night is Journey 2c the Mysterious Island! Looks promising!	False
neutral	#house #music #FB Jason Vernau Live @ SET Nightclub Miami February 25th 2012: Jason Vernau is back with some swe... http://t.co/Q82NnU6E	False
neutral	@Sandra_Lang92 Nope xDD I live in Moskauc and.... its not so cold.... ^^ In Siberiac may be xD So... Whatever our governor?	False
neutral	http://t.co/fxEHWuKG george harrison here comes the sun original	False
negative	But then I dont get why EP kings are gonna play Super Rugby but they still playing kwi 1st Div.. Crusaders aint no Pumas just so they know	False
positive	@annie_cutler Good luck tomorrow night. Youll be great.  Alsoc Samoas and Thin Mints = great way to warm up the crowd.  #Mmm  #SOCOMX	False
neutral	Our coverage of Garner vs. Athens Drive beings tomorrow night at 6:30 on http://t.co/dBRkPMZV & @tunein. Hope youll join us!	False
neutral	@TGood52 ima hit u up tomorrow.  Aye i still laugh at that ufc beer pong from u had in the garage at AZ lollll	False
positive	I am squeeing at the latest BioShock Infinite trailerc it may usurp the originals place in my top 5 games ever. @IGLevine is a genius.	False
positive	Mushu at The Hurricane wearing Tressas rockstar bday foam guitar after our show last Saturday. We killed it http://t.co/hS178hfp	False
negative	I dont give a Fuck thoughc its all about #sockersweek #ChicagoMagicPSG Friday night Lights at Olympic Park	False
negative	Rick Stein really is incredibly dull. Bring back kids Saturday morning telly please. You knowc with pop groups and stuff #sarurdaykitchen	False
neutral	Anyone looking forward to Bioshock Infinite? Check out this new look at the game! http://t.co/hAvE8HIi	False
positive	@jenmorrisonlive Ohc are we gonna have any August & Emma scene on Tallahassee? Just a yes or no and Ill be happy (happier if its a yes)!	False
neutral	PHOTOS: Rock Of Ages kicks off the 7th Season at the Adrienne Arsht Center @arshtcenter http://t.co/btD3cATy	False
positive	Is that lady in the 1st scene of WANDERLUST w/ Jennifer Aniston & Paul Rudd the lady from Mels Diner? If soc I am so happy to see her.	False
positive	Watching Freaky Friday again with Danica. #HernewFavoriteMovie Think 5 is too young to explain how good Lindsey Lohan had it before drugs?	False
neutral	@lauryn_kennedy #idowhatican but tomorrow is just a quickish trip. The real shopping day with be at rosedale. #wewillmakeadate	False
positive	Thanks for advising! RT@EllenBoBellen 1st formal chapter of the yr went well. Excited to be advising Beta Chi chp at University of Denver	False
positive	@jhonnyC323 Destructo next thursc free before 10:30c guest list. Lets go. CAUSE I CAN!! (its 21+)	False
neutral	I have an issue driving slow. So im gonna try to make it from AZ to LV in 3 hrs. Tomorrow.	False
neutral	@belluvaz on the 4th before u balik Melaka can meet kejap ah? :)	False
positive	Tune in tomorrow for a brand new KENA PLUCK!!!! This one is good! Alsoc Michelle Chong brings Almost Famous to the OSCARS!!!!!!!!!!!!!!!!!	False
neutral	-Australia Test and ODI captain Michael Clarke at the launch of the international season in Sydney on Monday  http://t.co/2CnmqkP4	False
neutral	Redbacks collapse against Tigers: Ricky Ponting and Luke Butterworth made Wednesday a tough day at the office for... http://t.co/gvPaacG5	False
neutral	Explore the work of Jeff Carter - a writerc photographerc chronicler of life in the bush. Coming up on Artscapec Aug 14 http://t.co/Vrk9sUk2	False
neutral	Wait--theres going to be an August: Osage County movie with Meryl Streep? Holy crap! http://t.co/5D24HGGC	False
negative	This Olive Garden commercial is so stupid. Why would I want old pasta tomorrow?	False
positive	Going to watch Connor run the 4x100m relay in State Athletics Championships at Olympic Park tomorrow. Wishing him luck!! #runforrestrun	False
positive	Im totally going to ace the SAT!! #justkidding #iwish	False
positive	State farm may have the discount double check but thanks to my wife I have the hotel room triple check   No socks left behind	False
positive	Were excited for Thursdays gadget equivalent to the Oscars - the Stuff Awards. See which gizmos made the shortlist... http://t.co/BArjKODi	False
neutral	If the NHL lockout endedc Preds would have 2 road games 1st week in October (St. Louis - Oct 2nd & Wash.- Oct 5th) according to the website.	False
positive	oh yeah the boys in Raleigh tomorrow night yessirrr my first time at state hope it treat me righttttt	False
positive	On this night of fine footy finals for the NRL & AFLc may I take a moment to say the first round of Super rugby is only 148 sleeps away :)	False
neutral	I may throw the illest Fade Route ....I should enter the NFL Combinec lol	False
positive	I like who I am now. Other people may not. Im comfortable. I feel freer now. I dont want growing older to matter to me. - Meryl Streep	False
positive	@gabrielmaturan5: Catch me on Sarah G Live this sunday!! Hehe Ingat guys! Goodnight! Love you!! :****	False
neutral	TOM+LORENZO talk about the girls at ELLEs Women in Hollywood Celebration! Check out Viola Davis in RAOUL! http://t.co/S9fUYbab	False
positive	May the odds be ever in your favorc Aussie Directioners! Aha! ;)	False
positive	Okay. My sister is freaking out because Allstar isnt playing at the Wildwood Show tomorrow LMFAOOOO!	False
neutral	Allstar game weekend in Texas for the 21st bday.....oh yea	False
positive	@sharmaro84 Sharonc Hic you may be interested in this ----> Jeff Timmons on Paul And Matty Show http://t.co/2bDUsbU0	False
neutral	Another Estella video you may not have seen  http://t.co/BT0hHd9g	False
positive	Im definitely going to that cypress game Friday.	False
neutral	If there were a category for best drunk acting in the Oscarsc this 21st birthday girl might edge out Mary Elizabeth Winstead. #magicmike	False
neutral	Which dj on the Star-lite line up is the host of BBC 1xtras Tuesday night UKG show  a) Rampage....b) Jamie Duggan...c) Cameo	False
neutral	The Oscars nominations are going to be announced on a Thursdayc at 1.30 pm. I guess Ill have to be late for Math class... :D	False
positive	Wifey & Princess are going up to Grandas for thanksgiving today. I go Sunday. I think Ill watch Goon!	False
positive	Cant wait to see @CherLloyd at the House of Blues September 18th! #Stoked	False
neutral	Pakistan through to the Semi-Finals at Indias expense and will be facing West Indies on Friday! #WT20	False
neutral	Boarded up and Evacuated: Ritz Carlton at the Battery http://t.co/TfX4RAhI--stayed her with @JasmineAlexis for her 21st bday	False
neutral	8th cautionc Danica Patrick and Cassill got into it. Danicas going to the garagec hit Cassill then the wall. #HC400	False
neutral	Last licks for the #RedSoxc coming up in the top of the 9th. Volare by the Gipsy Kings means its Frieri time.	False
neutral	2nd successive #WT20 winner against #Pakistan in the Semi-Finals has lost the Final	False
neutral	Tomorrow Venus will transit the sun for the last time for the next 105 Forecast - #weatherbomb #9571	False
negative	I just realized that Thalia is going to be tortured tomorrow for an hour lmao	False
positive	Im gonna just don it during school tomorrow. Math in TOKc History in Math and Bioc and Spanish during lunch. Yup that sounds about right.	False
neutral	guys the Trayvon Martin case doesnt start til JUNE 10cTWENTY THIRTEEN!!! #STEEP #GRADUATION	False
