Id	text	Expeccted
2457	"Uma suíte ampla e confortável, sala com sofá confortável e bancada de trabalho e área de pia, microondas e geladeira. Quarto com cama confortável e banheiro com bastante área. Todos os equipamentos funcionaram bem. Café da manhã de qualidade e bem variado. Atendimento eficiente e pessoal cortês e profissional.
"	positivo
2458	"Hotel localizado no setor hoteleiro de Brasília, possui quartos amplo e modernos. Os funcionários são bastante atenciosos e conta com um bom café. O hotel é próximo ao Estádio Mané Garrincha e em frente a churrascaria Fogo de Chão.
"	positivo
2459	"O hotel aparenta um luxo que não tem. O atendimento é regular, esperei mais de 20 minutos pelo check in e não consegui, pois alguma informação não estava no sistema. Eles tinham o voucher, meu cartão de crédito e mesmo assim não liberaram o quarto. Péssimo atendimento para um hotel que possui suítes de 12 mil a diária. Os quartos são confortáveis mas a manutenção não é muito boa. O chuveiro estava com defeito e saia água por vários lugares. Faltavam lâmpadas nos abajures. O espaço do café da manhã é insuficiente para todos, o hóspede tem que se degladiar para conseguir uma mesa. A variedade do café da manhã também não agrada, são poucas opções. Enfim, para o que se propõe ainda pode melhorar muito
"	neutro
2460	"Excelente hotel, vale a pena o investimento. Paga-se um pouco mais caro porém o atendimento e qualidade das acomodações superam as expectativas . Recomendo fortemente este hotel . O unico problema é que o padrão das tomadas são antigos, equipamentos com tomadas novas não podem ser ligados. Próximo a 2 Shoping centers.
"	positivo
2461	"Hotéis em Brasília são extremamente luxuosos e do Meliã, Brasil 21, não fica atrás. Os quartos são estilos Flat. Grande, espaçosos, com vários ambientes. Recomendado para negócios, sozinho, com família ou romântico. Ótima vista da Capital Federal, onde tem a visão de parte dos Ministérios, Estádio Mané Garrincha, Torre da TV. A região tem shopping para quem gosta de uma compra. Ótimas opções de restaurantes no próprio hotel, porém, os preços são exorbitantes. Recomendadíssimo
"	positivo
2462	"O hotel possui como pontos positivos o atendimento do pessoal e a praticidade dos serviços que oferece no complexo (restaurantes, cabeleireiro... ), além de amenities muito úteis para quem viaja sem despachar a bagagem, Dock station e chaleira no quarto, por exemplo. Mas o banheiro é bem velho, e tinha inclusive mofo no rejunte do box. Além disso, o café da manhã chega a ser quase ruim.
"	neutro
2463	"Tratamento cortes dos funcionarios e conforto nos quartos. O café da manhã é bem diversificado o nível de segurança é muito bom. Os funcionários estão sempre disponíveis para lhe atender e fornecer o que precisa
"	positivo
2464	"O hotel é ótimo, a acomodação maravilhosa com quartos amplos e completos, além do banheiro maravilhoso. Só tive um problema que um cantor estava hospedado no mesmo hotel e tinha alguns fãs, sai e quando retornei o segurança mandou eu me retirar sem se quer perguntar se eu estava hospedado ou não. Fora isso tudo maravilhoso, vários elevadores para atender a demanda de andares, piscina , café da manhã completo.
"	positivo
2465	"O hotel possui um ótimo atendimento. Serviço de quarto de ótima qualidade. Muito confortável. Limpeza impecável do quarto. Café da manhã muito bom. Ótima localização. Tem um bar muito bom no hotel. Tem piscina que da para aproveitar se tiver um tempo livre
"	positivo
2466	"Recebi um e-mail alguns dias antes da minha estadia informando para fazer o check in, fiz o check in online e quando cheguei no hotel não tinha o meu check in, cheguei cansado de viagem e tive que fazer tudo outra vez. No hotel tem Valet Parking que custa 25 reais por dia, mas é o unico Valet que vc tem que sair do hotel e andar uns 100 m para pergar o carro, a mesma coisa ao deixar o carro com o manobrista, vc deixa o carro e anda uns 100 m para ir até a portaria do hotel. O quarto do hotel achei razoável, mas o banheiro achei fraco pelo, suposto, padrão do hotel. Estava limpo, porém, o banheiro tem um aspecto antigo.
"	neutro
2467	"Além do quarto amplo com sala separada, o hotel é bem localizado e oferece agrados que nunca vi em nenhum outro: chá, produtos de toilete, tábua e ferro de passar. O café da manhã é ótimo. Minhas restrições vão para o check in / out demorado, às vezes, e o chuveiro que é muito demorado para ficar no ponto, consumindo muita água.
"	positivo
2468	"A localização do hotel é ótima. Shopping, restaurantes, pontos turísticos... dá pra ir a pé... oq é muito raro em Brasília. O quarto é grande e confortável. Fiquei em um com vista para a Torre de TV e o estádio! Lindo. O atendimento é excelente e simples. Tudo funcionou muito bem.
"	positivo
2469	"O hotel é novo e excelente. Quartos amplos, café da manhã muito variado, banheiro muito bom. Televisão de LCD DE 46 polegada com smart TV. O quarto possui frigobar e mesa de escritório. Peça para ficar em um andar alto. A vista é bonita. Hotel nota 10.
"	positivo
2470	"Esperava mais do hotel. Nada especial. Atendimento no restaurante ruim e equipe subdimensionada para dia dos namorados. TV com sinal a cabo ruim. Apto espaçoso, porém com uma aparência de desgastado pelo tempo
"	neutro
2471	"Localizado junto ao Centro de Eventos do Setor Hoteleiro Sul e ao Parque da Cidade, é conveniente para que vai a convenção no local ou trabalhar na região da Esplanada. Pontos pró: Localização, limpeza, quartos confortáveis e amplos, mini cozinhaPontos contra: restaurante caro, serviço médio. Há ainda poucos equipamentos para quem deseja ficar mais tempo, como tábua de passar e ferro, especialmente em se tratando de hotel que tem mini cozinha e sala... 
"	positivo
2472	"Quarto totalmente equipado para quem precisa de espaço para trabalhar:Sala de dormir separada da sala de estar (suíte com dois ambientes), armário com ferro de passar roupas, cafeteira e microondas dentro do quarto, equipe disponível 24 horas. Além disso, café da manhã diversificado já a partir das 06 da manhã pra quem precisa chegar cedo nos compromissos.
"	positivo
2473	"Pela fama do hotel esperava mais na hospedagem. Eh ótima mas nada de super diferente. O valor justifica pela localizao excelente, no centro da cidade e ao lado do parque. Em frente à torre de tb pode ser barulhento dependendo do apartamento.
"	positivo
2474	"Hotel muito bem localizado com diversas atrações em volta muitos restaurantes e shoppings, assim como boites dentro do hotel e nas redondezas também. a estrutura e relativamente nova e acomoda muito bem qualquer pessoa ou grupo!
"	positivo
2475	"O Hotel Meliá 21 conta com uma Megaestrutura formada por centro de convenção, hotel e um importante complexo de serviços. Possuo amplo estacionamento próprio. Fica próximo ao estádio Mané Garrincha e no coração da cidade.
"	positivo
2476	"Hotel com excelente acomodações. Boa limpeza. Hotel bem localizado. O serviço de quarto poderia ter mais opções e maior qualidade na alimentação servida. Pessoal da recepção objetivo e rápido para resolver problemas e realizar check in / check out. Rapidez para conseguir taxi.
"	positivo
2477	"Super indico o hotel, desde o atendimento, os quartos, os funcionários, a eficiência. O café da manhã é ótimo com várias opções, os quartos são amplos e bem confortáveis, caso precise de algum serviço no quarto basta ligar pra recepção que em poucos minutos estão lá resolvendo seu problema.
"	positivo
2478	"Hotel muito bem localizado. Quartos amplos divididos em 2 ambientes com tvs no quarto e na sala. Fiquei num quarto da ponta que é ainda maior e com 2 sacadas. A cama muuuito confortável e lençóis macios. Café da manhã espetacular com grande variedade de frutas. Talvez o banheiro mereça uma renovação mas nada que não tire a excelência na estadia. Estacionamento terceirizado pago 25 reais a diária.
"	positivo
2479	"Ótimo custo benefício. Quarto muito bom, amplo e bonito. Banheiro e cozinha ótimos. Café da manhã muito bom e atendimento excelente. Próximo aos principais pontos turísticos, shopping pátio Brasil e ao lado da torre de TV de Brasília.
"	positivo
2480	"Boa localização e boa cozinha, são pra mim os principais destaques desse hotel. Os quartos deixam a desejar, especialmente no quesito banheiros. Cheguei um pouco mais cedo ao hotel e não me permitiram um check-in antecipado, como fazem tantos outros hotéis de Brasília. O café da manhã é muito bom, mas não haviam toalhas no quarto quando cheguei. Em uma próxima vez, experimentarei o novo Windsor.
"	neutro
2481	"Quarto espaçoso, muito bom café da manhã e boa localização, a menos de 10 min de taxi da Esplanada. fica localizado em frente ao restaurante fogo de chão. Fui a trabalho e tive uma ótima noite de sono. Possui bancos bem ao lado e uma loja de conveniência bem próxima.
"	positivo
2482	"Passei um fim de semana em julho no hotel para ir em um compromisso de familia. Escolhi um apartamento no bloco b pois era triplo e tinha uma pia com microondas o que me ajudaria com meus filhos pequenos. Ao chegar no apartamento o sofá cama não era cama e nem haviam colocado toalha e roupa de cama para 3 pessoas. Confuso meu esposo pediu para alguém ir fazer esse sofa virar cama. A pessoa que nos atendeu disse q teriamos q pedir uma cama extra, pois o sofá n era cama mesmo, mas fazendo cara de preguiça. Por fim nosso frigobar estava estragado e eles tb tiveram que trocar, mas n colocaram bebidas geladas nao, colocou tudo quente! Na madrugafa pedimos duas taças e as pessoas disseram q n tinham taças nesse hotel! Cafe da manha bagunçado também... Enfim, para um hotel 4 estrelas está muito aquém!
"	negativo
2483	"Funcionários atenciosos, quarto bom, limpo, cama confortável, chuveiro ótimo... só não gostei muito do carpete. O café da manhã também muito bom! O hotel é muito bonito, porém, a parte da piscina é pequena. Nos colocaram com vista para a torre de Tv e avista é bem bacana. Muito obrigada!! Tv e wi-fi excelentes! Fiquei hospedada no 19º andar... nota 8+
"	positivo
2484	"Excelente vista de Brasília e encontra-se em ótima localização, com equipe prestativa. Quarto amplo e aconchegante. Wifi funcionou muito bem. Café da manhã, almoço e jantar aprovados. Voltaria a hospedar-me.
"	positivo
2485	"O complexo Brasil 21 é excelente para famílias e viajante a negócios. As instalações são excelentes. O pessoal é bastante solícito e amigável, a localizaçao do hotel é muito boa e os serviços a disposição permitem atender suas necessidades como fitness, cabelereiros, restaurantes, bancos e outros.
"	positivo
2486	"Estive com minha esposa e filha no Melia, o hotel é bem executivo, com bom quarto e roupas de cama, além de um excelente café da manhã. Fomos bem atendidos tanto na entrada quanto no check out. a única decepção foi por conta da academia. Esperávamos alguns equipamentos, mas na verdade só existe o espaço. Logo se vc não for malhar o local é perfeito.
"	positivo
2487	"O hotel é excelente, muito bem localizado e o atendimento de recepção é perfeito. Pedimos um quarto caprichado e ele nos deram um apto maravilhoso, com vistas para a Esplanada dos Ministérios. Quando saímos, prepararam um lanche com frutas frescas para nos dar boas vindas... 
"	positivo
2488	"Já é a terceira vez que fico nesse hotel! Os quartos são amplos e o banheiro também ! Bom café da manhã ! Funcionários gentis e atenciosos! Excelente localização ! E o melhor, como fins de semana em Brasília o hotel fica mais vazio, sempre... 
"	positivo
2489	"Hotel muitisssimo bem localizado, com Restaurantes ótimos, e também Restaurantes e Churrascarias a poucos passos do Hotel. Bom ""Cafe da manhã"" e lambem um bom serviço de quarto! Quartos amplos e bem limpos com banheiros bons e de bom tamanho. Apesar de ser um Hotel... 
"	positivo
2490	"Ficamos em um lindo apartamento, bem localizado e no térreo há um bar muito bom, o atendimento do concierge foi ótimo, fomos a um restaurante japonês indicado por ela e foi uma ótima experiência, o café da manhã é ótimo e consideramos esse o hotel... 
"	positivo
2491	"Excelente hotel. Perto de tudo. Acomodação excelente, quarto espaçoso. Atendimento ótimo! Fiquei fim semana somente, mas aproveitei bastante. Café da manhã muito bom, muitas opções de frutas. Hotel onde se hospedam celebridades. Recomendo! Mais
"	positivo
2492	"Hotel excelente! Possui uma área VIP, para quem se hospeda na categoria The Level. O pessoal da recepção foi muito amável. Esqueci um cabo em casa e a minha esposa solicitou um emprestado e eles possuem um kit com vários tipos de cabos. No check in me ofereceram chá e depois uma taça de espumante. O bar no térreo remete um pouco aos Pubs ingleses, o restaurante e muito bom, esta faltando a academia mas fui informado pelos mensageiros Rogers e Alexandre que estão em reforma mas me deram outra opção que possui convênio com o hotel.
"	positivo
2493	"Quero avaliar a excelente recepção que sempre tenho no hotel, inclusive o colaborador PAULO WASHIGTON, que trabalha no bloco ""B"" como recepcionista. Sempre me hospedo neste bloco e o tratamento é muito bom. Agradeço.
"	positivo
2494	"Hotel bem localizado tanto para trabalho quanto para lazer pois está próximo aos principais pontos turísticos de Brasília bem como os centros comerciais daqui. Acesso relativamente fácil ao aeroporto de taxi ou ônibus... Café da manhã muito bom.
"	positivo
2495	"Esse hotel fica bem no centro de Brasília, em frente a Torre de TV e perto dos Ministérios. O atendimento da entrada e das camareiras é maravilhoso. Pode ser utilizado com a família ou simplesmente para negócios.
"	positivo
2496	"Luxo, requinte, modernidade e sofisticação são as marcas desse hotel. Instalações novas e amplas. Com vistas privilegiadas da Capital Federal. Atendimento excelente. Receptivo muito bem preparado. Áreas comuns adequadas ao nível do hotel.
"	positivo
2497	"no geral atende bem , mas no meu caso a descarga do banheiro nao funcionava, assim como a tomada perto da cama, problemas que para este padrao de hotel nao poderia existir, mas enfim creio que foi um problema casual. no geral foi bom
"	neutro
2498	"Um dos melhores hotéis que eu já fiquei , aconchegante, luxuoso, bem centralizado, fiquei no 18º andar onde tive uma linda vista da cidade de Brasilia enfim vou recomendar esse hotel a muitos que forem a Brasilia ano que vem pretendo voltar e me hospedar ai novamente! Obrigado
"	positivo
2499	"Hotelcom excelentes e confortáveis acomodações, recepcionistas muito atenciosos, café da manhã muito variado e com excelente qualidade. Sua arquitetura remete a grandes hotéis na Europa e Estados Unidos, destaca-se pela qualidade dos serviços.
"	positivo
2500	"Hotel formidavel, um dos mais badalados e luxosos da cidade, conta com uma otima cozinha, e acomodaçoes memoraveis, porem o custo beneficio ainda é duvidoso. A classe que o frequenta nao tem problemas com isso.
"	positivo
2501	"Parabéns Meliá Brasília. Fui bem recebido e bem atendido em todas as minhas necessidades. Só não gostei de uma coisa: Não ter demorado mais. Em uma próxima viagem, já tenho certamente, onde ficar. Grande abraço. Até a próxima.
"	positivo
2502	"Excelente atendimento e quarto muito confortável e muito bem limpo com excelentes acomodações. As refeicoes no restaurante do hotel sao de ótima qualidade. O preço da diária e alta mas faz jus ao que eles oferecem.
"	positivo
2503	"Excelente hotel em Brasília. Localização privilegiada, perto do eixo central, café da manhã muito bom e quartos amplos!! Preço é caro, mas consegue-se promoções na internet. Tem um estacionamento atrás, do centro de convenções do hotel, q pode ser usado, assim poupando o preço do vallet / estacionamento!
"	positivo
2504	"Hotel bem confortável. Quartos amplos e com um design contemporâneo. Funcional para quem está a trabalho ou a negócios. Funcionários atenciosos. Acesso facilitado a shoppings e restaurantes. Ônibus próximo para o aeroporto
"	positivo
2505	"Maravilhoso tudo, exceto por um pequeno detalhe: a internet wi-fi oferecida é péssima!!! Oferecem apenas 1 mega grátis para seus clientes, sendo que pela altíssima qualidade do hotel deveria ser no mínimo 15! Além disso tem poucos modens espalhados, ou seja, nem desse 1 mega você acaba desfrutando, o que é um pecado! Fora esse detalhe, o resto é impecável! Excelentes restaurantes, excelente serviço, excelente café da manhã, etc! Tem inclusive um restaurante estrelado no hotel, o Dali Camões, um dos melhores do Brasil de comida portuguesa e frutos do mar! Divino! Sua localização é soberba: em frente à famosa Torre de TV, perto da esplanada, fantástico! Só não ganha 5 estrelas pela péssima internet!
"	positivo
2506	"Atendimento bom, hotel novo, café da manhã diversificado e room service 24 h, bem localizado (perto do Brasília Shopping e Torre - feira de artesanato). Foram super solícitos quando pedimos uma cama extra no quarto. Confortável e barato. Recomendo e com certeza voltaria!
"	positivo
2507	"Muito bom. Banheiros precisam de reforma Apartamentos amplos com dois ambientes duas televisões e com tudo por perto pois tem restaurantes nos hotéis. O bloco B está melhor que o F e os dois cobram o mesmo preço
"	positivo
2508	"quarto amplo com dois ambientes separados, excelente vista. Equipe muito bem preparada e atenciosa. Possui uma boa opção de room service, a internet pegou muito bem no quarto. O café da manhã é super completo.
"	positivo
2509	"Local de excelente localização e com varias opções de fácil acesso. Inclusive tem varias opções de restaurantes no entorno. Staff extremamente solícito e atencioso. Quarto amplo e que permite tanto que se trabalhe como se descanse em cama confortável.
"	positivo
2510	"A localização do Brasil 21 é privilegiada, considerando-se que um dos maiores problemas do projeto de Brasília é que os setores hoteleiros sofrem de certo ""isolamento"", distantes que ficam do ambiente de vizinhança ameno das quadras habitacionais. O hotel está perto do Parque da Cidade e do shopping Pátio Brasil, além da Feira de Artesanato da Torre de TV, o que favorece caminhar pelas proximidades e usar ônibus ou bike. O quarto é amplo com boa infraestrutura - mas tive problema não resolvido de vazamento no box do banheiro. Toalhas mais velhas que o aceitável para hotel deste nível. O café da manhã é correto mas não é digno de elogios. O restaurante Dali, no entanto, é excelente, com preço justo. Este relato foi da Torre B, mas são três e há diferenças no padrão de conforto.
"	positivo
2511	"Ótimo atendimento. Super limpo. Quarto amplo. Perfeito. Não tem estacionamento próprio, mas tem manobrista, pagamento a parte. Eles oferecem um voucher para a academia unique!! Excelente. Aforei mais ainda. Café da manhã super farto. Omelete com queijo branco no ponto. Cafés, sucos, frutas, muitos pães. Vale a pena. Sem contar que ganhei um up de quarto e desconto para a próxima estadia. Voltarei com certeza.
"	positivo
2512	"Em 18/06/2015 hospedei-me na Torre ""F"" do Meliá Brasil 21 e EM TODOS OS QUESITOS o hotel é nota ""10"". Apenas, tivemos um problema com conexão de internet, porém, a Sra. Cinthia Guedes, Supervisora de Qualidade, foi altamente ética e profissional, e prontamente nos apresentou pessoalmente a solução para o imprevisto. Parabéns ao MELIÁ BRASIL 21 e à SRA. CINTHIA GUEDES PELO PROFISSIONALISMO.
"	positivo
2513	"A infraestrutura é ótima, quartos amplos e com ar-condicionado. O café da manhã é muito bom, com bastante opções. Dentro das dependências há bons restaurantes. O complexo hoteleiro ocupa uma quadra inteira, fica em frente à Torre de Tv (do Eixo Monumental) e do outro lado da quadra avista-se o Parque da Cidade. Além disso, bicicletas são disponibilizadas gratuitamente aos hóspedes, que podem visitar todas as atrações do Eixo Monumental pedalando e enxergando a cidade de outra perspectiva.
"	positivo
2514	"Fiquei hospedado por 1 noite no Hotel Melia 21. Um bom hotel, limpo, bom café da manhã, muito agradáveis os quartos. Porém os recepcionistas estavam sem receptividade para nos informar o local do estacionamento que é um pouco confuso. Porém no mais uma excelente local para passar o fim de semana
"	positivo
2515	"Ótimo hotel bem localizado. Muito limpo! Lençóis e toalhas muito bons! Café da manhã tbm muito bom.Ótima localização. Próximo ao shopping Pátio e conta com um complexo de lojas, restaurantes e servicos. Só não recomendo utilizar os salões de beleza do complexo!
"	positivo
2516	"Simplesmente maravilhoso, um dos melhores hoteis que ja me hospedei. Fiquei no bloco D, tudo maravilhoso, os funcionarios super atenciosos, café da manhã muito bom, quarto bastante amplo e com tudo funcionando perfeitamente. A localizacao é um ponto forte, entretanto, o que mais em chamou atenção foi a rapidez na wifi visto que a maioria dos hoteis não possuem internet com tanta qualidade. O unico ponto fraco é a sala de ginastica que é extremamente pequena, no mais, tudo perfeito. Sem nehuma duvidas, voltando a Brasilia ficarei hospedada novamente neste hotel. Super indico a todos! Vale ressaltar que os meus comentarios se refere ao bloco D, pois o Meliá Brasil é um complexo no qual possuem varios blocos (F, B e D)
"	positivo
2517	"O hotel é confortável, os quartos são excelentes , super espaçosos. O café da manhã é ótimo, o atendimento atencioso, com certeza me hospedarei novamente quando estiver em Brasília, só tem um defeito, não tem manobrista e o estacionamento é perto , mas não no prédio do hotel, acho que um hotel desse nível deveria ter valet e o wi fi é grátis mas não funciona muito bem
"	positivo
2518	"A capital federal não é pródiga em grandes hotéis, embora tenha um bom número de bons estabelecimentos do gênero. O Melia Brasil 21 com certeza está entre os bons hotéis da cidade. Além disso, tem funcionários bem treinados, educados, uma localização excepcional. Na torre B a acústica não é das melhores apenas.
"	positivo
2519	"Apresentando ótimo custo com conforto, localização, bom atendimento, café da manhã farto. Único porém da suíte foi o ar condicionado que não estava funcionando direito, mas isso não foi empecilho para descansar e aproveitar as acomodações. Recomendo e irei mais vezes.
"	positivo
2520	"Ótima localização. Funcionários atenciosos e solícitos. Ponto para a limpeza. Localização privilegiada. Só registro a necessidade de melhorar a acústica dos apartamentos, pois fiquei no Bloco B (lado da Torre de TV) e dava para escutar todo o barulho da rua. No mais, recomendo.
"	positivo
2521	"Um bom quatro estrelas no Setor Hoteleiro Sul, muito próximo ao Memorial JK e Estádio Nacional. Instalações de bom nível, quarto amplo (o padrão que fiquei dispunha de uma simpática ante-sala e pequena copa com microondas, além do quarto em si ser separado deste ambiente) e bom padrão de conforto em geral. Apenas alguns pontos de melhoria: o banheiro é amplo mas já mostra algum desgaste, além de sua cor (bege escuro) não ser exatamente a mais propicia para mostrar limpeza e não há serviço de valet ao estacionamento (o qual fica a uns cinquenta metros de distância em um centro comercial ao qual o hotel pertence), o que incomodou em uma noite fria bem como algo de insegurança em andar ao meio de lojas vazias e ambiente deserto num domingo a noite. De qualquer forma, o Brasil 21 é uma boa opção para uma estada de curto ou médio prazo em Brasilia.
"	positivo
2522	"Conheci na ultima viagem a cidade. Hotel muito bonito, bem decorado, bem localizado e com fácil acessibilidade, ótimo custo beneficio. Atendimento incrível, quartos confortáveis. Cafe da manha muito bom. Precos justos. Recomendo.
"	positivo
2523	"Hotel maravilhoso com uma localização espetacular. Excelente custo benefício para quem busca conforto e luxo com preço acessível. Super recomendo. O ponto negativo no meu ver é o piso dos quartos todos revestidos com carpete, para quem tem alergia é um problema. Do mais tudo perfeito.
"	positivo
2524	"Excelente hotel onde o hóspede é sempre muito bem atendido e tratado com gentileza, pessoal atencioso e elegante, ambiência aconchegante, wi fi de qualidade, presteza e rapidez nos serviços além dos mimos disponíveis no banheiro e para o uso durante a hospedagem (roupão e pantufas).
"	positivo
2525	"Saí de Santa Catarina para curtir um fim de semana em Brasília com amigos. Se hospedamos no Meliá 21 bloco F por ficar bem centralizado. Hotel excelente. Toda equipe super atenciosa. Prédio e mobiliário novos. 4 elevadores rápidos na torre, sem demoras para subir ao quarto ( 11º andar ). Quartos com dois ambientes + banheiro gigante, perfeito para família aumentando privacidade para casal. Frigobar bem abastecido. Na mesa do quarto tem chaleira elétrica, chás e cafés gratuitos. Mesa de trabalho com telefone, telefone no quarto e telefone no Banheiro. Ducha maravilhosa. Café da manhã maravilhoso. O hotel disponibiliza bicicleta para hospedes, porém chegue cedo porque esgota rápido. Super Indico.
"	positivo
2526	"Hotel composto com boa suítes e conforto. Area de laser não tão animadores mas servem de ambientes diferentes. Um pouco de problema com limpeza de exaustores porem nada que va te matar. Cafe da manha interessante com algumas opções não vista na maioria dos hoteis, porem nada de buffet chique! Recomendo pelo custo beneficio!
"	positivo
2527	"Hotel Excelente. Quartos muito confortáveis. Ar condicionado excelente. Cafe da manha muito sortido. Localização excelente para quem vem a negócios. Excelente para eventos. Limpeza excepcional. E serviços de excelente qualidade.
"	positivo
2528	"É um hotel bem agradavel, mas não excepcional. O quarto bastante amplo, bem agradavel. O pessoal do hotel encontrei indiferente, com um comportamento burocratico. Mas não gentil. Acho que este é o padrão nos hoteis que eu tenho estado no Brasil. O café da manhã é agradavel, com muita fruta fresca, omeletes / ovos preparados na hora. Existem bons restaurantes por perto e com boas opções para serviço de quarto.
"	positivo
2529	"Boa localização , quarto bom , serviço de limpeza pode melhorar pois encontramos copo deixado sujo no mesmo lugar e tb as toalhas precisam ser renovadas. Cafe da manhã muito bom e atendimento exçelente durante o mesmo. Apenas fomos surpreendidos pela falta de habilidade no trato com o cliente. enquanto parávamos o carro para ser retirado depois pois o carro não poderia ficar ali estacionado. Fomos abordados de forma ríspida dizendo que não podiamos parar e mesmo qdo argumentamos que fizemos durante a semana com a concordância do hotel e que sairíamos em breve, mas este foi nos dizendo "" vocês estao vendo algum carro parado aqui"" ! Enfim teríamos uma estadia perfeita se não fosse este funcionário mal educado e arrogante que não sabe como tratar cliente.
"	positivo
2530	"Ótimo café da manhã, variado, staff solicito, quartos amplos com antesala, cofre, frigobar, cama king size confortavel. WI FI ruim. O banheiro podia ser compatível com o nível do hotel, não tem bancada, é só pia, chuveiro muito fraco, não é ducha, tem secador de cabelos. Longe do aeroporto.
"	positivo
2531	"Um hotel correto. Infelizmente dois funcionários não respeitaram o aviso de não incomodar pendurado na porta. O pretexto: verificar o frigobar... No mais, confortável. As toalhas poderiam ser mais novas. Mas não conheço um melhor em Brasília
"	neutro
2532	"Serviço de excelente qualidade. Fiquei supresa com a simpatia e treinamento dos funcionários (da recepção, a room service, restaurante, check in, auxilio com bagagens). Excelência na pró atividade em atender e superar as expectativas !
"	positivo
2533	"Boa localização, com boa infraestrutura. Quarto excelente, café da manhã muito bom, atendimento cordial, com estacionamento e muitas conveniências por perto. Gostei da vista do quarto também. Só o wi-fi que não funcionava no quarto, mas pelo resto um hotel bom com um custo acessível.
"	positivo
2534	"Excelente localização com saida para os principais locais da administração publica de Brasilia. estrutura nova e quartos bem montados. O ponto negativo é que anoite vc tem poucas opções para sair. outro ponto que deve ser levado em consideração é os preços das lojas do complexo que cobram preços exosbitantes.
"	positivo
2535	"a internet simplesmente NÃO FUNCIONA. Wi-fi totalmente desligado, nao funciona em nenhum lugar. Fiquei no Bloco F e foi uma droga. O quarto é bom, limpo, banheiro mais ou menos. Agora, ""sauna"", ""sala de ginastica"" sao enganações. Cheguei de um seminario as 17:30 h e me disseram que a sauna so funciona ate as 17 h. Quando ja se viu sauna nao funcionar ao menos ate as 20 h ou 21 h. Que horas se faz sauna? depois do almoço? Fora inumeros equipamentos da academia quebrado.
"	negativo
2536	"Otima localização, funcionarios super atenciosos, exelente cafe da manha, quartos muito confortaveis e limpissimos. O unico pormenor é que enquanto estava la o restaurante nao estava abrindo para almoço e tivemos que mudar de torre. Mesmo assim é pertissimo de um shopping e de outros pontos turisticos.
"	positivo
2537	"Vindo à Capital Federal do Brasil, a negócio ou com a família hospede-se nesse hotel, situado próximo a centros comerciais, ao Centro de Convenções, Estádio de Futebol Mané Garrincha e à famosa torre de TV de Brasília. Você encontrará um apartamento tipo studio, com todas as facilidades, que atenderá até 3 pessoas, com preços justos e um maravilhoso café da manhã.
"	positivo
2538	"O hotel está muito bem localizado na região central de Brasília. As instalações são excelentes. O atendimento e a cordialidade dos funcionários é excepcional, digno de menção. Cheguei ao hotel para o check-up por volta da meia-noite e encontrei a cozinha do restaurante pronta para me atender com um cardápio variado, a refeição veio rápida e estava muito bem preparada. O café da manhã muito bem preparado, com a reposição dos itens sendo feita a cada passagem dos atendentes, tudo de muito boa qualidade. Precisei fazer um ""late check-out"" e fui prontamente atendido pelos funcionários da recepção. Excelente escolha! Em Brasília, certamente voltarei a me hospedar lá e recomendo a todos! O valor da díária é um pouco mais caro apenas que as demais opções mas vale a pena! Parabéns à administração da Rede Meliã!
"	positivo
2539	"Éramos um grupo de 14 pessoas, entre adultos e crianças. Ficamos divididos nos blocos D e B. Em ambos o café-da-manhã estava muito abaixo do que era servido há uns anos, quando estive no hotel outras vezes. Poucas opções e qualidade a desejar. Apesar de ser período de temperaturas amenas, nosso quarto estava bem quente e pra nossa surpresa, o ar não refrigerava, só ventilava, assim como o dos outros quartos. Passamos calor durante o dia e à noite. No check in, avisamos sobre a reserva ter sido feita com solicitação de cama extra, isso foi reforçado mais duas vezes e quando voltamos de uma recepção, às 2 horas da manhã, a cama não havia sido montada.
"	neutro
2540	"Hospedamo-nos para a noite do dia dos namorados. Quarto no 20º andar muito bom, TV grande, banheiro amplo e com conjuntos de ""amenidades"" muito interessantes (kit dental, kit barbear), ar-condicionado silencioso e eficiente, cama king size confortabilíssima. De pontos negativos cito o exaustor do banheiro, que era muito barulhento (não ligávamos o interruptor da lâmpada que o acionava pelo incômodo) e estava sujo de poeira - algo que pode ser resolvido rapidamente pelo hotel, fica o alerta! Além disso, a recepcionista que nos atendeu no checkin foi algo impessoal e pouco atenciosa, uma vez que não me deu o recibo de controle do vallet parking (na saída buscaram meu carro pela placa e modelo) e não nos orientou quanto o uso das chaves para os elevadores (descobrimos ""na prática""). Entretanto, gostamos da experiência e acreditamos que é um hotel ideal para negócios pela sua localização dentro da cidade.
"	positivo
2541	"O quarto que fiquei hospedado era bem amplo, com mesa de escritório, armários e um grande banheiro. Tem bastante facilidades ao redor do Hotel, inclusive locadoras de carro. O pessoal de recepção foi simpático e eficiente na busca da minha reserva, mesmo eu tendo realizado a reservado de última hora pelo site e fora do horário de atendimento da central de reserva.
"	positivo
2542	"Hotel bem localizado, com restaurantes ótimos ( o Dali Camões tem um bacalhau muito bom e boa carta de vinhos ). O serviço de valet é eficiente. Os quartos tem sofá cama, mas cobram 70 reais por cama extra. Late check-out facilitado conforme disponibilidade de vagas.
"	positivo
